Date,city,state_id,state_name,county_fips,county_name,Summary,Precip Type,Temperature,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2006-04-02 13:00:00.000 +0200,Marysville,WA,Washington,53061,Snohomish,Partly Cloudy,rain,16.36666667,16.36666667,0.61,7.1323,227,11.27,0,1014.51,Partly cloudy throughout the day.
2006-04-02 14:00:00.000 +0200,Muskegon,MI,Michigan,26121,Muskegon,Partly Cloudy,rain,17.37222222,17.37222222,0.57,3.6225,251,11.4471,0,1014.32,Partly cloudy throughout the day.
2006-04-02 15:00:00.000 +0200,Springfield,IL,Illinois,17167,Sangamon,Partly Cloudy,rain,17.67222222,17.67222222,0.51,1.7549,156,11.27,0,1013.93,Partly cloudy throughout the day.
2006-04-02 16:00:00.000 +0200,Hayward,CA,California,6001,Alameda,Partly Cloudy,rain,17.72222222,17.72222222,0.53,8.6779,113,11.27,0,1013.45,Partly cloudy throughout the day.
2006-04-02 17:00:00.000 +0200,New Bedford,MA,Massachusetts,25005,Bristol,Partly Cloudy,rain,16.23888889,16.23888889,0.61,2.8336,261,11.3988,0,1013.43,Partly cloudy throughout the day.
2006-04-02 18:00:00.000 +0200,Alexandria,VA,Virginia,51510,Alexandria,Mostly Cloudy,rain,14.06666667,14.06666667,0.71,9.2414,357,11.2056,0,1013.58,Partly cloudy throughout the day.
2006-04-02 19:00:00.000 +0200,Paterson,NJ,New Jersey,34031,Passaic,Partly Cloudy,rain,13.95555556,13.95555556,0.76,7.4221,147,11.2056,0,1013.24,Partly cloudy throughout the day.
2006-04-02 20:00:00.000 +0200,Corona,CA,California,6065,Riverside,Partly Cloudy,rain,12.28888889,12.28888889,0.8,3.542,161,11.0285,0,1013.7,Partly cloudy throughout the day.
2006-04-02 21:00:00.000 +0200,Merced,CA,California,6047,Merced,Partly Cloudy,rain,10.02222222,10.02222222,0.86,3.1073,149,9.9015,0,1014.14,Partly cloudy throughout the day.
2006-04-02 22:00:00.000 +0200,Warner Robins,GA,Georgia,13153,Houston,Partly Cloudy,rain,9.377777778,8.65,0.86,6.44,190,15.6009,0,1014.34,Partly cloudy throughout the day.
2006-04-02 23:00:00.000 +0200,Port Arthur,TX,Texas,48245,Jefferson,Partly Cloudy,rain,9.416666667,9.416666667,0.9,4.6046,138,14.7154,0,1014.6,Partly cloudy throughout the day.
2006-04-20 00:00:00.000 +0200,Macon,GA,Georgia,13021,Bibb,Partly Cloudy,rain,11.82777778,11.82777778,0.92,3.0268,311,15.8263,0,1011.68,Foggy starting overnight continuing until morning.
2006-04-20 01:00:00.000 +0200,Kansas City,KS,Kansas,20209,Wyandotte,Foggy,rain,10.76111111,10.76111111,0.91,5.1681,178,0.6118,0,1011.98,Foggy starting overnight continuing until morning.
2006-04-20 02:00:00.000 +0200,Lakewood,CO,Colorado,8059,Jefferson,Mostly Cloudy,rain,12.15555556,12.15555556,0.95,2.8497,298,3.6386,0,1015.64,Foggy starting overnight continuing until morning.
2006-04-20 03:00:00.000 +0200,Sunnyvale,CA,California,6085,Santa Clara,Foggy,rain,9.672222222,9.188888889,0.94,5.7155,123,0.6118,0,1012.26,Foggy starting overnight continuing until morning.
2006-04-20 04:00:00.000 +0200,Fredericksburg,VA,Virginia,51630,Fredericksburg,Foggy,rain,8.15,7.15,0.94,6.762,10,0.6118,0,1012.63,Foggy starting overnight continuing until morning.
2006-04-20 05:00:00.000 +0200,Leesburg,FL,Florida,12069,Lake,Foggy,rain,10.2,10.2,0.95,5.6189,133,1.1109,0,1012.62,Foggy starting overnight continuing until morning.
2006-04-20 06:00:00.000 +0200,Champaign,IL,Illinois,17019,Champaign,Foggy,rain,10.11666667,10.11666667,0.99,2.254,127,0.5152,0,1012.85,Foggy starting overnight continuing until morning.
2006-04-20 07:00:00.000 +0200,Hollywood,FL,Florida,12011,Broward,Foggy,rain,10.16111111,10.16111111,0.99,0.3381,81,0.4347,0,1013.61,Foggy starting overnight continuing until morning.
2006-04-20 08:00:00.000 +0200,Pasadena,TX,Texas,48201,Harris,Foggy,rain,11.24444444,11.24444444,0.98,2.7531,358,0.6923,0,1013.9,Foggy starting overnight continuing until morning.
2006-04-20 09:00:00.000 +0200,Pomona,CA,California,6037,Los Angeles,Foggy,rain,12.24444444,12.24444444,0.99,2.254,152,2.2057,0,1014.31,Foggy starting overnight continuing until morning.
2006-04-20 10:00:00.000 +0200,Escondido,CA,California,6073,San Diego,Overcast,rain,13.91111111,13.91111111,0.92,8.0983,135,4.2021,0,1014.43,Foggy starting overnight continuing until morning.
2006-04-20 11:00:00.000 +0200,Joliet,IL,Illinois,17197,Will,Partly Cloudy,rain,15.61666667,15.61666667,0.82,2.2862,153,6.3112,0,1014.73,Foggy starting overnight continuing until morning.
2006-04-20 12:00:00.000 +0200,Lake Charles,LA,Louisiana,22019,Calcasieu,Partly Cloudy,rain,15.07222222,15.07222222,0.86,3.2844,120,6.3434,0,1014.92,Foggy starting overnight continuing until morning.
2006-04-20 13:00:00.000 +0200,Mesquite,TX,Texas,48113,Dallas,Partly Cloudy,rain,15.07222222,15.07222222,0.82,7.5992,162,8.1949,0,1014.73,Foggy starting overnight continuing until morning.
2006-04-20 14:00:00.000 +0200,Mauldin,SC,South Carolina,45045,Greenville,Overcast,rain,14.26666667,14.26666667,0.87,10.5616,134,6.8908,0,1014.92,Foggy starting overnight continuing until morning.
2006-04-20 15:00:00.000 +0200,Panama City,FL,Florida,12005,Bay,Mostly Cloudy,rain,16.01666667,16.01666667,0.81,6.6654,115,7.2772,0,1014.76,Foggy starting overnight continuing until morning.
2006-04-20 16:00:00.000 +0200,Bellevue,WA,Washington,53033,King,Overcast,rain,15.02777778,15.02777778,0.86,7.7119,139,7.2772,0,1014.37,Foggy starting overnight continuing until morning.
2006-04-20 17:00:00.000 +0200,Naperville,IL,Illinois,17043,DuPage,Overcast,rain,13.94444444,13.94444444,0.89,7.2772,152,6.3112,0,1014.83,Foggy starting overnight continuing until morning.
2006-04-20 18:00:00.000 +0200,Harlingen,TX,Texas,48061,Cameron,Overcast,rain,12.91666667,12.91666667,0.95,11.4793,310,4.7495,0,1015.11,Foggy starting overnight continuing until morning.
2006-04-20 19:00:00.000 +0200,Tuscaloosa,AL,Alabama,1125,Tuscaloosa,Overcast,rain,12.89444444,12.89444444,0.95,5.2808,347,5.2164,0,1015.14,Foggy starting overnight continuing until morning.
2006-04-20 20:00:00.000 +0200,Elkhart,IN,Indiana,18039,Elkhart,Overcast,rain,12.4,12.4,0.98,2.3506,72,5.8282,0,1015.5,Foggy starting overnight continuing until morning.
2006-04-20 21:00:00.000 +0200,Torrance,CA,California,6037,Los Angeles,Clear,rain,12.26666667,12.26666667,0.99,8.05,320,6.1985,0,1015.76,Foggy starting overnight continuing until morning.
2006-04-20 22:00:00.000 +0200,Binghamton,NY,New York,36007,Broome,Mostly Cloudy,rain,12.22222222,12.22222222,0.96,6.1985,349,6.1985,0,1016.35,Foggy starting overnight continuing until morning.
2006-04-20 23:00:00.000 +0200,Houma,LA,Louisiana,22109,Terrebonne,Mostly Cloudy,rain,11.25,11.25,0.96,2.7692,335,3.8318,0,1016.38,Foggy starting overnight continuing until morning.
2006-04-21 00:00:00.000 +0200,Topeka,KS,Kansas,20177,Shawnee,Mostly Cloudy,rain,11.52777778,11.52777778,0.96,3.1556,358,4.508,0,1016.43,Foggy in the morning.
